gemeente_naam,gemeente_afkorting,functie_naam,medewerker_id,medewerker,medewerker_partij
Gemeente Maasdriel,Maasdriel,Wethouder,124904,Dhr. ir. J.H.L.M. de Vreede,SSM
Gemeente Ridderkerk,Ridderkerk,Burgemeester,93001,Mw. A. Attema,PvdA
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,115747,Dhr. C.A. van der Duijn Schouten,SGP
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,111270,Mw. F. FrÃ¤ser,D66/GroenLinks
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,20664991,Dhr. J. Ipskamp,Groep Ipskamp
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,125040,Dhr. H. van Os,Partij 18PLUS
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,125039,Dhr. G.J. van Nes,Leefbaar Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,83121,Mw. A.P.S. Ripmeester,PvdA
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,83123,Dhr. L. van der Spoel,VVD
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,130359,Dhr. R.M. Kooijman,ChristenUnie
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,120058,Mw. P.J. van Nes-de Man,Echt Voor Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Fractievoorzitter,129047,Dhr. L. Kruithof,CDA
Gemeente Ridderkerk,Ridderkerk,Locoburgemeester,89000,Dhr. H. Dokter,Leefbaar Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadsgriffier,20273836,Dhr. mr. J.G. van Straalen,
Gemeente Ridderkerk,Ridderkerk,Raadslid,117988,Dhr. L. Kruithof,CDA
Gemeente Ridderkerk,Ridderkerk,Raadslid,81957,Dhr. G.J. van Nes,Leefbaar Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,111271,Dhr. B.A. Ros,D66/GroenLinks
Gemeente Ridderkerk,Ridderkerk,Raadslid,81959,Dhr. J. Ipskamp,Groep Ipskamp
Gemeente Ridderkerk,Ridderkerk,Raadslid,81961,Mw. I. Parren-Leutscher,Groep Ipskamp
Gemeente Ridderkerk,Ridderkerk,Raadslid,81965,Mw. A.P.S. Ripmeester,PvdA
Gemeente Ridderkerk,Ridderkerk,Raadslid,76784,Mw. F. FrÃ¤ser,D66/GroenLinks
Gemeente Ridderkerk,Ridderkerk,Raadslid,81967,Dhr. P. Kranendonk,SGP
Gemeente Ridderkerk,Ridderkerk,Raadslid,125042,Dhr. S.J.F. de Graaff,Leefbaar Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,76786,Dhr. C.A. van der Duijn Schouten,SGP
Gemeente Ridderkerk,Ridderkerk,Raadslid,125041,Dhr. T.A. Alkema,ChristenUnie
Gemeente Ridderkerk,Ridderkerk,Raadslid,81969,Dhr. L. van der Spoel,VVD
Gemeente Ridderkerk,Ridderkerk,Raadslid,130360,Dhr. A. van Nes,ChristenUnie
Gemeente Ridderkerk,Ridderkerk,Raadslid,120060,Dhr. R.M. Kooijman,ChristenUnie
Gemeente Ridderkerk,Ridderkerk,Raadslid,120059,Mw. E.C. Berkhout-Emond,CDA
Gemeente Ridderkerk,Ridderkerk,Raadslid,120061,Dhr. A. Los,Echt Voor Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,120064,Mw. C. van  Vliet,Echt Voor Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,120063,Dhr. L.J. Franzen,Echt Voor Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,120066,Mw. K.J. Kayadoe,Leefbaar Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,120065,Mw. P.J. van Nes-de Man,Echt Voor Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,120068,Dhr. H. van Os,Partij 18PLUS
Gemeente Ridderkerk,Ridderkerk,Raadslid,120067,Mw. K.K.M. van der Geest,Leefbaar Ridderkerk
Gemeente Ridderkerk,Ridderkerk,Raadslid,120070,Dhr. A. van Eijsden,SGP
Gemeente Ridderkerk,Ridderkerk,Raadslid,120069,Dhr. J. Rijsdijk,PvdA
Gemeente Ridderkerk,Ridderkerk,Raadslid,120072,Dhr. J.D. Kardol,SGP
Gemeente Ridderkerk,Ridderkerk,Raadslid,120071,Dhr. A.J. Rottier,SGP
Gemeente Ridderkerk,Ridderkerk,Raadslid,120073,Dhr. E.M. Piena,VVD
Gemeente Ridderkerk,Ridderkerk,Raadslid,134673,Dhr. D. Breeman,CDA
Gemeente Ridderkerk,Ridderkerk,Secretaris,20273874,Dhr. H.W.J. Klaucke,
Gemeente Ridderkerk,Ridderkerk,Wethouder,125045,Dhr. V.A. Smit,SGP
Gemeente Ridderkerk,Ridderkerk,Wethouder,125044,Dhr. M. Japenga,ChristenUnie
Gemeente Ridderkerk,Ridderkerk,Wethouder,125043,Mw. T. Keuzenkamp-van Emmerik,CDA
Gemeente Ridderkerk,Ridderkerk,Wethouder,83769,Dhr. H. Dokter,Leefbaar Ridderkerk
Gemeente Uithoorn,Uithoorn,Burgemeester,133121,Mw. D.H. Oudshoorn-Tinga,Partij Onafhankelijk
Gemeente Uithoorn,Uithoorn,Fractievoorzitter,133001,Dhr. J. Baak,CDA
Gemeente Uithoorn,Uithoorn,Fractievoorzitter,72765,Dhr. P.A.M. Timmer,DUS!
Gemeente Uithoorn,Uithoorn,Fractievoorzitter,126724,Dhr. H.F.M. Bezuijen,Gemeentebelangen
Gemeente Uithoorn,Uithoorn,Fractievoorzitter,111611,Dhr. A.L. Koopmans,Groen Uithoorn
Gemeente Uithoorn,Uithoorn,Fractievoorzitter,72767,Dhr. B.J. van Dam,Ons Uithoorn
Gemeente Uithoorn,Uithoorn,Fractievoorzitter,126725,Mw. P.D. Gasseling,PvdA
Gemeente Uithoorn,Uithoorn,Fractievoorzitter,72768,Dhr. N.A.L. Roosendaal,VVD
Gemeente Uithoorn,Uithoorn,Locoburgemeester,128386,Dhr. M.D. Polak,VVD
Gemeente Uithoorn,Uithoorn,Raadsgriffier,20273778,Dhr. mr. J.H. van Leeuwen,
Gemeente Uithoorn,Uithoorn,Raadslid,72769,Dhr. J. Baak,CDA
Gemeente Uithoorn,Uithoorn,Raadslid,40716,Dhr. J.J.P. Keimes,CDA
Gemeente Uithoorn,Uithoorn,Raadslid,133002,Mw. N. Aoulad Bouchta,CDA
Gemeente Uithoorn,Uithoorn,Raadslid,133003,Dhr. J.C. de Robles,DUS!
Gemeente Uithoorn,Uithoorn,Raadslid,72771,Dhr. P.A.M. Timmer,DUS!
Gemeente Uithoorn,Uithoorn,Raadslid,72773,Mw. J.E. Henraat,DUS!
Gemeente Uithoorn,Uithoorn,Raadslid,126727,Dhr. F. Hoekstra,Gemeentebelangen
Gemeente Uithoorn,Uithoorn,Raadslid,126728,Dhr. H.F.M. Bezuijen,Gemeentebelangen
Gemeente Uithoorn,Uithoorn,Raadslid,72774,Dhr. J.J.M. Verhaar,Gemeentebelangen
Gemeente Uithoorn,Uithoorn,Raadslid,126729,Mw. I. Theijssen,Gemeentebelangen
Gemeente Uithoorn,Uithoorn,Raadslid,111612,Dhr. A.L. Koopmans,Groen Uithoorn
Gemeente Uithoorn,Uithoorn,Raadslid,72775,Dhr. B.J. van Dam,Ons Uithoorn
Gemeente Uithoorn,Uithoorn,Raadslid,126730,Dhr. F. Boonman,Ons Uithoorn
Gemeente Uithoorn,Uithoorn,Raadslid,126731,Mw. B.M. Elgersma,Ons Uithoorn
Gemeente Uithoorn,Uithoorn,Raadslid,40726,Dhr. J. Mollema,PvdA
Gemeente Uithoorn,Uithoorn,Raadslid,40729,Mw. P.D. Gasseling,PvdA
Gemeente Uithoorn,Uithoorn,Raadslid,133004,Dhr. D. Wolffensperger-Laugs,VVD
Gemeente Uithoorn,Uithoorn,Raadslid,133005,Dhr. J.P.G. Hazen,VVD
Gemeente Uithoorn,Uithoorn,Raadslid,126733,Dhr. M.W.A.M. van Haren,VVD
Gemeente Uithoorn,Uithoorn,Raadslid,40732,Dhr. N.A.L. Roosendaal,VVD
Gemeente Uithoorn,Uithoorn,Raadslid,126734,Mw. R.M. Sterrenberg,VVD
Gemeente Uithoorn,Uithoorn,Secretaris,20273808,Dhr. drs. E.M. Voorhorst,
Gemeente Uithoorn,Uithoorn,Wethouder,111613,Mw. D.J. Zijlstra,DUS
Gemeente Uithoorn,Uithoorn,Wethouder,130761,Dhr. ing. H. Bouma,Gemeentebelangen
Gemeente Uithoorn,Uithoorn,Wethouder,127593,Dhr. M.D. Polak,VVD
Gemeente Geldermalsen,Geldermalsen,Burgemeester,111521,Mw. dr. M.W.M. de Vries,PvdA
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,131612,Dhr. H.J.B.A. van Heusden,CDA
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,20664892,Dhr. E.R. Goossens,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,83292,Dhr. J.M. de Geus,D66
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,122636,Dhr. J.J.M. Rietbergen,Leefbaar Geldermalsen
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,131737,Mw. J.W. van Vrouwerff,Lijst Van Vrouwerff
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,80282,Dhr. W. Timmermans,PvdA
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,113444,Dhr. L. van Bruchem,SGP
Gemeente Geldermalsen,Geldermalsen,Fractievoorzitter,122637,Dhr. A.F. Broedelet,VVD
Gemeente Geldermalsen,Geldermalsen,Locoburgemeester,113007,Dhr. R.S. van Meygaarden,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Raadsgriffier,20273722,Dhr. M. Vermeulen,
Gemeente Geldermalsen,Geldermalsen,Raadslid,131613,Dhr. H.J.B.A. van Heusden,CDA
Gemeente Geldermalsen,Geldermalsen,Raadslid,130766,Dhr. M.F. van der Hulst,CDA
Gemeente Geldermalsen,Geldermalsen,Raadslid,79537,Dhr. E.R. Goossens,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Raadslid,122640,Dhr. J.F.M. van den  Tweel,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Raadslid,122641,Dhr. L.C. Hol,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Raadslid,134974,Dhr. R.J.C. van Stappershoef,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Raadslid,79539,Mw. H.M. Markenhof-de Jong,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Raadslid,80287,Mw. K. de Heus-van Wijk,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Raadslid,83294,Dhr. J.M. de Geus,D66
Gemeente Geldermalsen,Geldermalsen,Raadslid,78973,Mw. H. Boer Rookhuiszen-de Joode,D66
Gemeente Geldermalsen,Geldermalsen,Raadslid,122642,Dhr. J.J.M. Rietbergen,Leefbaar Geldermalsen
Gemeente Geldermalsen,Geldermalsen,Raadslid,131731,Mw. J.W. van Vrouwerff,Lijst Van Vrouwerff
Gemeente Geldermalsen,Geldermalsen,Raadslid,80289,Dhr. W. Timmermans,PvdA
Gemeente Geldermalsen,Geldermalsen,Raadslid,113866,Mw. A.M. IJff,PvdA
Gemeente Geldermalsen,Geldermalsen,Raadslid,80293,Dhr. dr. ir. J.S. van den Brink,SGP
Gemeente Geldermalsen,Geldermalsen,Raadslid,117568,Dhr. G.A. Kievit,SGP
Gemeente Geldermalsen,Geldermalsen,Raadslid,122644,Dhr. G.J. Bulsink,SGP
Gemeente Geldermalsen,Geldermalsen,Raadslid,80292,Dhr. L. van Bruchem,SGP
Gemeente Geldermalsen,Geldermalsen,Raadslid,122645,Dhr. A.F. Broedelet,VVD
Gemeente Geldermalsen,Geldermalsen,Raadslid,122646,Dhr. E.W.B. Loeff,VVD
Gemeente Geldermalsen,Geldermalsen,Raadslid,80297,Mw. H.G. van Leeuwen-van Ewijk,VVD
Gemeente Geldermalsen,Geldermalsen,Secretaris,20273752,Dhr. J.C. Steurrijs,
Gemeente Geldermalsen,Geldermalsen,Wethouder,113009,Dhr. H.N.G. Wiendels,CDA
Gemeente Geldermalsen,Geldermalsen,Wethouder,113010,Dhr. R.S. van Meygaarden,Dorpsbelangen
Gemeente Geldermalsen,Geldermalsen,Wethouder,134181,Dhr. A. van Maanen,SGP
Gemeente Dordrecht,Dordrecht,Burgemeester,21681073,Dhr. mr. A.W. Kolff,VVD
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,118003,Dhr. D. Pols,VVD
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,133883,Dhr. H.P.A. Wagemakers,Gemeentebelangen Dordrecht
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,133882,Dhr. A. Meijer,Fractie Meijer
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,106892,Mw. N. de Smoker-van Andel,D66
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,118683,Dhr. C.A. van Verk,PvdA
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,134055,Dhr. E. van de  Burgt,CDA
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,22046569,Mw. S.J. Greve,Fractie Greve
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,86340,Dhr. D.F.M. Schalken-den Hartog,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,86347,Dhr. H.J. Tazelaar,Verenigde Senioren Partij
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,125394,Mw. K. Kruger,GroenLinks
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,125393,Dhr. B. Staat,ChristenUnie/SGP
Gemeente Dordrecht,Dordrecht,Fractievoorzitter,125395,Dhr. R. Portier,SP
Gemeente Dordrecht,Dordrecht,Locoburgemeester,88967,Dhr. P.H. Sleeking,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadsgriffier,20273644,Mw. drs. A.E.T. Wepster MSc,
Gemeente Dordrecht,Dordrecht,Raadslid,22075825,Dhr. K.A. Hofman,D66
Gemeente Dordrecht,Dordrecht,Raadslid,74850,Dhr. H.J. Tazelaar,Verenigde Senioren Partij
Gemeente Dordrecht,Dordrecht,Raadslid,134754,Dhr. C. Merkuur,CDA
Gemeente Dordrecht,Dordrecht,Raadslid,129262,Dhr. J.P. Schuiten,D66
Gemeente Dordrecht,Dordrecht,Raadslid,129261,Dhr. J.D. Veldman,ChristenUnie/SGP
Gemeente Dordrecht,Dordrecht,Raadslid,22075840,Dhr. P.M. Puik,PvdA
Gemeente Dordrecht,Dordrecht,Raadslid,129263,Mw. M.G. Stolk,Verenigde Senioren Partij
Gemeente Dordrecht,Dordrecht,Raadslid,83315,Mw. S.L. Catsburg-Schenkel,ChristenUnie/SGP
Gemeente Dordrecht,Dordrecht,Raadslid,133884,Dhr. B.C.M. Stam,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,133887,Mw. J. Edenburg,GroenLinks
Gemeente Dordrecht,Dordrecht,Raadslid,133885,Dhr. A. Meijer,Fractie Meijer
Gemeente Dordrecht,Dordrecht,Raadslid,133886,Dhr. H.P.A. Wagemakers,Gemeentebelangen Dordrecht
Gemeente Dordrecht,Dordrecht,Raadslid,106896,Dhr. P.J.T. Tiebosch,D66
Gemeente Dordrecht,Dordrecht,Raadslid,22075846,Mw. I.E. Stevens,PvdA
Gemeente Dordrecht,Dordrecht,Raadslid,134056,Dhr. E. van de  Burgt,CDA
Gemeente Dordrecht,Dordrecht,Raadslid,131378,Mw. S.J. Greve,Fractie Greve
Gemeente Dordrecht,Dordrecht,Raadslid,122166,Dhr. W.F.N. Bronkhorst,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,122165,Dhr. G.S. Husen,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,122167,Mw. E.B. van der  Vorm,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,91575,Dhr. E.A.M. Nederhof,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,122170,Mw. I.E. Mous,CDA
Gemeente Dordrecht,Dordrecht,Raadslid,122169,Dhr. C.J Rovers,CDA
Gemeente Dordrecht,Dordrecht,Raadslid,122172,Mw. K. Kruger,GroenLinks
Gemeente Dordrecht,Dordrecht,Raadslid,122171,Dhr. J.R.J. Reumers,D66
Gemeente Dordrecht,Dordrecht,Raadslid,122173,Dhr. B. GÃ¼ler,PvdA
Gemeente Dordrecht,Dordrecht,Raadslid,122176,Dhr. R. Portier,SP
Gemeente Dordrecht,Dordrecht,Raadslid,122177,Mw. C.M. Jager,SP
Gemeente Dordrecht,Dordrecht,Raadslid,74822,Dhr. O. Soy,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,22075797,Dhr. A. Gundogdu,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,74828,Mw. L.J. Kuhlemeier-Booij,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,74830,Mw. S.M. Wemmers-Wanrooy,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,86352,Dhr. D.F.M. Schalken-den Hartog,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,131534,Mw. J. van den Bergh,PvdA
Gemeente Dordrecht,Dordrecht,Raadslid,74834,Dhr. B. Staat,ChristenUnie/SGP
Gemeente Dordrecht,Dordrecht,Raadslid,86353,Dhr. D.T. van Antwerpen,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,86356,Mw. M. Nijhof,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,86358,Dhr. S. Seme,CDA
Gemeente Dordrecht,Dordrecht,Raadslid,74837,Mw. N. de Smoker-van Andel,D66
Gemeente Dordrecht,Dordrecht,Raadslid,125399,Dhr. M.D. Burggraaf,VVD
Gemeente Dordrecht,Dordrecht,Raadslid,86361,Dhr. C.A. van Verk,PvdA
Gemeente Dordrecht,Dordrecht,Raadslid,128988,Dhr. M. Groeneweg,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Raadslid,86366,Mw. I. Koene,VVD
Gemeente Dordrecht,Dordrecht,Raadslid,74846,Dhr. D. Pols,VVD
Gemeente Dordrecht,Dordrecht,Secretaris,20273692,Dhr. M.M. van der Kraan,
Gemeente Dordrecht,Dordrecht,Wethouder,134256,Dhr. drs. P.J. Heijkoop,CDA
Gemeente Dordrecht,Dordrecht,Wethouder,127050,Mw. K. Lambrechts,VVD
Gemeente Dordrecht,Dordrecht,Wethouder,83000,Dhr. P.H. Sleeking,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Wethouder,111679,Mw. R.E.C. Reynvaan-Jansen,BETER VOOR DORDT
Gemeente Dordrecht,Dordrecht,Wethouder,111681,Dhr. drs. J. Mos,VVD
Gemeente Dordrecht,Dordrecht,Wethouder,127049,Dhr. H. van der Linden,ChristenUnie/SGP
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Burgemeester,22423961,Dhr. drs. J.M.L.N. Mikkers,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,21652646,Dhr. J.J.E.L. van Creij,Gewoon Ge-dreven
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130474,Dhr. P.M. van der Krabben,Bosch Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130476,Dhr. A.T.A. Roos,Bossche Volkspartij
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130475,Mw. J. Hendrickx,Bossche Groenen
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130478,Dhr. M.J.J. van der Geld MSc,D66
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130477,Dhr. ing. B.J.M. Wagemakers,CDA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130480,Mw. E.A.H.P. van der Swaluw,PvdA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130479,Dhr. U. Kahya,GroenLinks
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130482,Mw. C.K.J. Visscher,SP
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,130483,Dhr. R.J.J. Geers,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Fractievoorzitter,133180,Dhr. A.J.G. de Groot,Rosmalens Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Locoburgemeester,133181,Dhr. H.C. van Olden,CDA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadsgriffier,20273564,Dhr. drs. W.G. Amesz,
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,135524,Dhr. J.J.E.L. van Creij,Gewoon Ge-dreven
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129908,Dhr. P.M. van der Krabben,Bosch Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129907,Dhr. F.H. van Valkenburg,Bosch Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129910,Mw. K.F.A.W.C. Mandemaker,Bosch Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129909,Mw. J.J.M. Lensen-Van den Wildenberg,Bosch Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129912,Dhr. ing. B.J.M. Wagemakers,CDA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129911,Mw. J. Hendrickx,Bossche Groenen
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129914,Mw. ir. I.J.J. van Zwambagt,CDA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,131579,Dhr. drs. R.P.M. Janssen,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129915,Mw. mr. M.A.B. van der Sloot,CDA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129918,Mw. J.M.M. Hoog Antink,D66
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129917,Dhr. M.J.J. van der Geld MSc,D66
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129920,Mw. E.A.H.P. van der Swaluw,PvdA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129919,Dhr. U. Kahya,GroenLinks
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129921,Dhr. A.J.G. de Groot,Rosmalens Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129924,Mw. C.K.J. Visscher,SP
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129926,Dhr. R.J.J. Geers,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129925,Dhr. H.J.W.C. Liebregts MBA,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,132278,Dhr. P.P. Slikker,PvdA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,133183,Dhr. O.R. Thelissen,CDA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,133182,Dhr. M.J.L.W.M. van Nistelrooij,CDA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129732,Dhr. J.J.M. Gersjes,Bossche Volkspartij
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129731,Dhr. A.T.A. Roos,Bossche Volkspartij
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129733,Dhr. P.W.M. Schellings,Bossche Volkspartij
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129736,Mw. mr. drs. I.E.C. Visschedijk,D66
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,130120,Dhr. L.C. van Gelder,Bosch Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129735,Dhr. drs. R.M.J. van den Kerkhof,D66
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129738,Mw. drs. E.J. de Ruiter,GroenLinks
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129737,Dhr. P.J. Leenders,GroenLinks
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,130121,Dhr. B. Kaya,D66
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,130124,Dhr. A.M. Rotman AA,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129740,Dhr. mr. F. Kabbouti,PvdA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,130123,Dhr. ing. R.A.P. Geers,Rosmalens Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129742,Dhr. G.J.I.J. Smeets MBA,Rosmalens Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129741,Dhr. O. ÃifÃ§i,PvdA
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129744,Dhr. A.W. van Boven,SP
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129743,Mw. A.M.P. van Gerven-van Nistelrooij,Rosmalens Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129745,Mw. J.C.H. Lokhoff-Tiebosch,SP
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Raadslid,129748,Mw. E.G. de Wal MPM,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Secretaris,20273612,Mw. mr. drs. I.A.M. Woestenberg,
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Wethouder,130118,Dhr. mr. J.W.F. Hoskam,VVD
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Wethouder,130114,Dhr. drs. P.E. Kagie,Bosch Belang
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Wethouder,130116,Dhr. E.H.P Logister,D66
Gemeente 's-Hertogenbosch,'s-Hertogenbosch,Wethouder,130115,Dhr. H.C. van Olden,CDA
Gemeente Heerhugowaard,Heerhugowaard,Burgemeester waarnemend,135627,Dhr. A.B. Blase,PvdA
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,118887,Mw. A. Valent-Groot,Senioren Heerhugowaard
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,125682,Dhr. F.J. Marchal,Nederland Duurzaam
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,125681,Dhr. M. Feelders,D66
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,133630,Dhr. J. Does,HOP
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,116482,Dhr. A. Harren,VVD
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,131203,Dhr. A.T. Duijff,SP
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,116481,Dhr. S. Brau,PvdA
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,131202,Mw. M. Jongejan,Lijst Marjan Jongejan
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,112702,Dhr. A. Jongenelen,Burgerbelang
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,118613,Mw. J. van Ling-Wanst,CDA
Gemeente Heerhugowaard,Heerhugowaard,Fractievoorzitter,132565,Mw. TJ. Visser-Hogeterp,ChristenUnie
Gemeente Heerhugowaard,Heerhugowaard,Locoburgemeester,128450,Dhr. L. Dickhoff,HOP
